spread,value_bps,change_5d_bps,change_20d_bps,change_63d_bps,as_of
US_2s10s,40.000000000000036,0.0,-8.000000000000007,0.0,2026-09-09
US_5s30s,67.0,-4.999999999999982,-18.00000000000006,-8.000000000000007,2026-09-09
US_3m10y,87.99999999999999,0.9999999999999787,6.999999999999984,13.999999999999968,2026-09-09
DE_2s10s,36.00000000000003,-2.0000000000000018,-0.9999999999999787,-1.9999999999999574,2026-09-09
US_DE_2Y,140.0,2.0000000000000018,-1.000000000000023,-8.999999999999986,2026-09-09
US_DE_10Y,144.0,4.0000000000000036,-7.999999999999963,-6.00000000000005,2026-09-09
