symbol,rank,consensus_score,days_in_top10_30,days_in_top25_30,consecutive_top10,consecutive_top25,signal_age_runs,rank_std_10run,persistence_history_runs,persistence_label
ALV.DE,539.0,46.963022333216735,0.0,0.0,0.0,0.0,0,120.50958468105348,30.0,rotating
FLR,540.0,46.94260329489075,0.0,0.0,0.0,0.0,0,63.19026823807602,26.0,rotating
ANRO,541.0,46.8856780071732,0.0,0.0,0.0,0.0,0,233.91656632226798,5.0,rotating
BEKE,542.0,46.882445841253485,0.0,0.0,0.0,0.0,0,36.92709032675063,22.0,rotating
WMB,543.0,46.867158462743895,0.0,0.0,0.0,0.0,0,42.60997535789008,15.0,rotating
PAH3.DE,544.0,46.71259033936852,0.0,0.0,0.0,0.0,0,144.13011482684666,30.0,rotating
NOKIA.HE,545.0,46.67242428206136,0.0,0.0,0.0,0.0,0,100.8997522296264,30.0,rotating
BPE5.DE,546.0,46.66696109180239,0.0,0.0,0.0,0.0,0,87.31460358954853,16.0,rotating
DTE.DE,547.0,46.66274764523217,0.0,0.0,0.0,0.0,0,65.79787230602523,5.0,rotating
LKFT.AS,548.0,46.626698060843296,0.0,0.0,0.0,0.0,0,79.57141446524625,30.0,rotating
CRCL,549.0,46.48626618164603,0.0,0.0,0.0,0.0,0,77.20503405834764,9.0,rotating
WFC,550.0,46.45489523919579,0.0,0.0,0.0,0.0,0,72.36608321582702,28.0,rotating
SFBS,551.0,46.42437862076538,0.0,0.0,0.0,0.0,0,15.5,2.0,rotating
JPM,552.0,46.28906200451541,0.0,0.0,0.0,0.0,0,95.3205119583398,30.0,rotating
HOS,553.0,46.25281746771071,0.0,0.0,0.0,0.0,0,91.15152220341687,14.0,rotating
NOVN.SW,554.0,46.24679737712228,0.0,0.0,0.0,0.0,0,73.96729006797533,30.0,rotating
0P6O.IL,555.0,46.19573120510924,0.0,1.0,0.0,0.0,0,128.19301853065167,30.0,rotating
TFC,556.0,46.06272630627953,0.0,0.0,0.0,0.0,0,40.13988041835701,26.0,rotating
BRBS,557.0,46.01577341414807,0.0,0.0,0.0,0.0,0,169.47651754741716,23.0,rotating
SIRI,558.0,45.948380323283104,0.0,0.0,0.0,0.0,0,92.4748614489365,25.0,rotating
GTM,559.0,45.931322053601576,0.0,0.0,0.0,0.0,0,41.427586195181384,7.0,rotating
FSK,560.0,45.90766711212557,0.0,0.0,0.0,0.0,0,48.3144905799492,20.0,rotating
HR,561.0,45.80423981282141,0.0,0.0,0.0,0.0,0,79.91026216951111,12.0,rotating
RIVN,562.0,45.69198154559108,0.0,0.0,0.0,0.0,0,50.33775918731386,12.0,rotating
GTN,563.0,45.63823170532797,0.0,0.0,0.0,0.0,0,53.40234077266651,30.0,rotating
SBRA,564.0,45.5486912466384,0.0,0.0,0.0,0.0,0,41.36766793786283,9.0,rotating
HBX.MC,565.0,45.50961842685504,0.0,0.0,0.0,0.0,0,50.15535863693929,12.0,rotating
A2A.MI,566.0,45.5051449943236,0.0,0.0,0.0,0.0,0,42.9652184912401,18.0,rotating
FHN,567.0,45.486711008467736,0.0,0.0,0.0,0.0,0,83.94813875244644,26.0,rotating
CL,568.0,45.40746987551356,0.0,0.0,0.0,0.0,0,57.77447533297035,19.0,rotating
JD,569.0,45.362185443674335,0.0,0.0,0.0,0.0,0,47.608927734197074,17.0,rotating
SAMPO.HE,570.0,45.113345299592645,0.0,0.0,0.0,0.0,0,49.889477848540366,10.0,rotating
VLY,571.0,44.97204399611724,0.0,0.0,0.0,0.0,0,110.78181258672382,21.0,rotating
MFA,572.0,44.96495748538155,0.0,0.0,0.0,0.0,0,40.456025509187135,30.0,rotating
LZ,573.0,44.95206381554891,0.0,0.0,0.0,0.0,0,81.24290738273712,11.0,rotating
SCR.PA,574.0,44.75051841816068,0.0,0.0,0.0,0.0,0,91.62499052599617,6.0,rotating
TIETO.HE,575.0,44.60944829400003,0.0,0.0,0.0,0.0,0,0.0,1.0,new_signal
ABEV,576.0,44.491943773222296,0.0,0.0,0.0,0.0,0,21.68317319951118,5.0,rotating
RXRX,577.0,44.46918276702655,0.0,0.0,0.0,0.0,0,74.15450087486262,17.0,rotating
NU,578.0,44.46598902523608,0.0,0.0,0.0,0.0,0,158.74095249808727,25.0,rotating
AMP.MI,579.0,44.443172030480525,0.0,0.0,0.0,0.0,0,107.1091032545787,27.0,rotating
WLN.PA,580.0,44.39270044099058,0.0,0.0,0.0,0.0,0,49.00653017711007,29.0,rotating
GAB,581.0,44.37539754011387,0.0,0.0,0.0,0.0,0,138.97053644567976,11.0,rotating
PIRC.MI,582.0,44.31993616750312,0.0,0.0,0.0,0.0,0,134.07717926627186,26.0,rotating
ASAN,583.0,44.31976137290661,0.0,0.0,0.0,0.0,0,117.27472020857692,24.0,rotating
FRSH,584.0,44.31363984537383,0.0,0.0,0.0,0.0,0,159.92010505249178,30.0,rotating
DEC,585.0,44.19414676593753,0.0,0.0,0.0,0.0,0,174.70950174503963,29.0,rotating
BCS,586.0,44.11630918772204,0.0,0.0,0.0,0.0,0,88.37307282198577,21.0,rotating
EGY,587.0,44.08596654444902,0.0,0.0,0.0,0.0,0,197.61338517418298,21.0,rotating
BAC,588.0,44.01160319976982,0.0,0.0,0.0,0.0,0,137.7534028617805,30.0,rotating
BCE,589.0,43.84424696320181,0.0,0.0,0.0,0.0,0,79.97724676431416,29.0,rotating
BVI.PA,590.0,43.79337756882559,0.0,0.0,0.0,0.0,0,33.61911506805591,7.0,rotating
KR,591.0,43.72089254136823,0.0,0.0,0.0,0.0,0,50.966219749512085,3.0,rotating
CNP,592.0,43.5214462971872,0.0,0.0,0.0,0.0,0,66.09982980310917,4.0,rotating
LYFT,593.0,43.47865173767289,0.0,0.0,0.0,0.0,0,130.3326513196137,30.0,rotating
LKFT,594.0,43.415491663299626,0.0,0.0,0.0,0.0,0,36.191159141425686,30.0,rotating
MOS,595.0,43.38106598008615,0.0,0.0,0.0,0.0,0,41.83252323252806,17.0,rotating
DIS,596.0,43.33887415164054,0.0,0.0,0.0,0.0,0,125.06034543371453,28.0,rotating
CYH,597.0,43.32039790732844,0.0,0.0,0.0,0.0,0,66.73087741068598,29.0,rotating
ALKT,598.0,43.267009972998,0.0,0.0,0.0,0.0,0,43.41946568072896,4.0,rotating
ARLO,599.0,43.18747403545656,0.0,0.0,0.0,0.0,0,8.576453553512405,3.0,rotating
ACRS,600.0,43.18038580895104,0.0,0.0,0.0,0.0,0,75.76549346503327,30.0,rotating
PERI,601.0,43.146735330469454,0.0,0.0,0.0,0.0,0,85.21478744912763,18.0,rotating
BBWI,602.0,43.14367064097843,0.0,0.0,0.0,0.0,0,80.93330587588771,28.0,rotating
PHVS,603.0,43.087784072050496,0.0,0.0,0.0,0.0,0,87.75283471204791,5.0,rotating
TDOC,604.0,43.07280803346645,0.0,0.0,0.0,0.0,0,36.39597047293377,3.0,rotating
VIPS,605.0,43.03187212671169,0.0,0.0,0.0,0.0,0,72.43866370937553,28.0,rotating
UNIT,606.0,42.9241916242775,0.0,0.0,0.0,0.0,0,65.6853103821547,30.0,rotating
VOW3.DE,607.0,42.74681961056194,0.0,0.0,0.0,0.0,0,91.53256251192796,30.0,rotating
WBD,608.0,42.68640723022416,0.0,0.0,0.0,0.0,0,50.5815183639242,22.0,rotating
PLGO,609.0,42.62049881453173,0.0,0.0,0.0,0.0,0,25.039169315294785,5.0,rotating
RCI,610.0,42.536138891404775,0.0,0.0,0.0,0.0,0,86.75275211772822,29.0,rotating
GROY,611.0,42.52779552497513,0.0,0.0,0.0,0.0,0,92.81815555159454,19.0,rotating
BAS.DE,612.0,42.41294889565252,0.0,0.0,0.0,0.0,0,137.00014598532368,20.0,rotating
RNO.PA,613.0,42.31183126412094,0.0,0.0,0.0,0.0,0,89.90934322972224,17.0,rotating
FE,614.0,42.26840602718986,0.0,0.0,0.0,0.0,0,39.5055375865207,4.0,rotating
NOVO-B.CO,615.0,42.22275656254966,0.0,0.0,0.0,0.0,0,64.57120101097702,30.0,rotating
SAFE,616.0,42.02991426860862,0.0,0.0,0.0,0.0,0,39.015509736513756,30.0,rotating
ORA.PA,617.0,41.97438315983833,0.0,0.0,0.0,0.0,0,15.839472494022298,3.0,rotating
NEE,618.0,41.837004809903306,0.0,0.0,0.0,0.0,0,57.33004774984929,8.0,rotating
PPL,619.0,41.69365149576148,0.0,0.0,0.0,0.0,0,32.498290553333554,6.0,rotating
KD,620.0,41.668324329092414,0.0,0.0,0.0,0.0,0,62.705980576018426,20.0,rotating
ACI,621.0,41.58683906000434,0.0,0.0,0.0,0.0,0,63.88183535942662,3.0,rotating
NOMD,622.0,41.36357326257908,0.0,0.0,0.0,0.0,0,32.92354780396548,29.0,rotating
ORC,623.0,41.32936715477882,0.0,0.0,0.0,0.0,0,11.515641536623132,29.0,rotating
FUBO,624.0,41.32379314128244,0.0,0.0,0.0,0.0,0,53.73648667339539,30.0,rotating
VZ,625.0,41.25692098294751,0.0,0.0,0.0,0.0,0,84.89411051421646,12.0,rotating
HBAN,626.0,41.177516924264864,0.0,0.0,0.0,0.0,0,124.71250939661186,28.0,rotating
AI,627.0,41.00129145283918,0.0,0.0,0.0,0.0,0,56.24197720564241,19.0,rotating
EXC,628.0,40.95798073490063,0.0,0.0,0.0,0.0,0,47.40751229733767,6.0,rotating
REN.AS,629.0,40.72899961971238,0.0,0.0,0.0,0.0,0,113.32700472526396,11.0,rotating
VOW.DE,630.0,40.617115840910365,0.0,0.0,0.0,0.0,0,71.45663020322188,30.0,rotating
WB,631.0,40.47398663840569,0.0,0.0,0.0,0.0,0,34.34253921887547,30.0,rotating
MDLZ,632.0,40.45531544761226,0.0,0.0,0.0,0.0,0,80.15335301782453,28.0,rotating
HPP,633.0,40.35844589380601,0.0,0.0,0.0,0.0,0,35.377393911931954,30.0,rotating
IVR,634.0,40.34007212772631,0.0,0.0,0.0,0.0,0,25.938581302762106,21.0,rotating
REPL,635.0,40.28857323645899,0.0,0.0,0.0,0.0,0,29.796644106341912,30.0,rotating
PST.MI,636.0,40.19292415233174,0.0,0.0,0.0,0.0,0,51.04742892644055,22.0,rotating
D,637.0,40.16689380786893,0.0,0.0,0.0,0.0,0,33.81257162654151,16.0,rotating
CIM,638.0,40.14414966240726,0.0,0.0,0.0,0.0,0,33.71587163340138,30.0,rotating
IBM,639.0,39.959860875142496,0.0,0.0,0.0,0.0,0,17.769637024992942,5.0,rotating
1VOW3.MI,640.0,39.92755494173326,0.0,0.0,0.0,0.0,0,67.17745157417033,30.0,rotating
VTR,641.0,39.82779444764398,0.0,0.0,0.0,0.0,0,26.095210288480146,14.0,rotating
AHR,642.0,39.79013954000693,0.0,0.0,0.0,0.0,0,118.2101941458519,21.0,rotating
HIG,643.0,39.61091262617973,0.0,0.0,0.0,0.0,0,22.292599668948437,5.0,rotating
ARR,644.0,39.42756277066475,0.0,0.0,0.0,0.0,0,21.562931155109684,29.0,rotating
ACGL,645.0,39.37602916789756,0.0,0.0,0.0,0.0,0,78.88219063895221,13.0,rotating
WRB,646.0,39.370529659508925,0.0,0.0,0.0,0.0,0,22.045407685048602,3.0,rotating
BYD,647.0,39.35795772232029,0.0,0.0,0.0,0.0,0,28.713063229129702,29.0,rotating
BHF,648.0,39.08562926768167,0.0,0.0,0.0,0.0,0,49.573077370685795,30.0,rotating
NFLX,649.0,38.88849122617599,0.0,0.0,0.0,0.0,0,84.11991440794505,30.0,rotating
MOMO,650.0,38.64727796828127,0.0,0.0,0.0,0.0,0,14.510685717773644,24.0,rotating
SQN.SW,651.0,38.42010095097843,0.0,0.0,0.0,0.0,0,15.692256484656594,9.0,rotating
TV,652.0,38.40713950480974,0.0,0.0,0.0,0.0,0,45.19778755647227,30.0,rotating
KRG,653.0,38.06616852359748,0.0,0.0,0.0,0.0,0,0.0,1.0,new_signal
UBI.PA,654.0,37.907357673113765,0.0,0.0,0.0,0.0,0,23.934076125892137,16.0,rotating
ZIP,655.0,37.877248977746845,0.0,0.0,0.0,0.0,0,62.764958376469906,18.0,rotating
RYAN,656.0,37.79577376460033,0.0,0.0,0.0,0.0,0,27.956315128349008,3.0,rotating
ZH,657.0,37.78429939650261,0.0,0.0,0.0,0.0,0,39.773860763069,29.0,rotating
SAF.PA,658.0,37.73502899914725,0.0,0.0,0.0,0.0,0,178.0165410541641,6.0,rotating
PBB.DE,659.0,37.622253882476215,0.0,0.0,0.0,0.0,0,45.299116989186444,30.0,rotating
KIM,660.0,36.9753162516961,0.0,0.0,0.0,0.0,0,58.36574337742988,12.0,rotating
BMW.DE,661.0,36.71031283926114,0.0,0.0,0.0,0.0,0,43.8355512746852,3.0,rotating
FBRT,662.0,36.68836096047855,0.0,0.0,0.0,0.0,0,24.83626380919642,20.0,rotating
XIFR,663.0,36.661800996913485,0.0,0.0,0.0,0.0,0,24.91766441703556,30.0,rotating
LUMN,664.0,36.60650446442841,0.0,0.0,0.0,0.0,0,44.72762010212482,5.0,rotating
KLAR,665.0,36.00631082285726,0.0,0.0,0.0,0.0,0,11.5,2.0,rotating
KEP,666.0,35.95911300145869,0.0,0.0,0.0,0.0,0,29.09106392004253,30.0,rotating
SBGI,667.0,35.864421056054084,0.0,0.0,0.0,0.0,0,5.0,2.0,rotating
MPT,668.0,35.84438086827596,0.0,0.0,0.0,0.0,0,26.462993028000447,30.0,rotating
VMRK,669.0,35.76615567943143,0.0,0.0,0.0,0.0,0,77.57995875224476,18.0,rotating
TREE,670.0,35.13099754749136,0.0,0.0,0.0,0.0,0,15.306534552275378,29.0,rotating
STLAP.PA,671.0,34.934298042149464,0.0,0.0,0.0,0.0,0,18.599999999999998,30.0,rotating
SHOE,672.0,34.7474708853847,0.0,0.0,0.0,0.0,0,17.57868026900768,25.0,rotating
HFG.DE,673.0,34.65890313170385,0.0,0.0,0.0,0.0,0,17.02351315093333,30.0,rotating
SHL.DE,674.0,34.25901621605936,0.0,0.0,0.0,0.0,0,105.4485656611791,19.0,rotating
MC.PA,675.0,33.7563448373336,0.0,0.0,0.0,0.0,0,20.035967658189108,30.0,rotating
LEG.DE,676.0,33.3967023679497,0.0,0.0,0.0,0.0,0,27.287542945454067,30.0,rotating
SO,677.0,32.584873963940666,0.0,0.0,0.0,0.0,0,68.40240411629469,6.0,rotating
TRTX,678.0,32.14955500804682,0.0,0.0,0.0,0.0,0,40.44020276902677,10.0,rotating
FINV,679.0,32.028778036127484,0.0,0.0,0.0,0.0,0,16.933989488599547,29.0,rotating
LNT,680.0,31.96585323234021,0.0,0.0,0.0,0.0,0,0.0,1.0,new_signal
OPFI,681.0,31.55360162118466,0.0,0.0,0.0,0.0,0,57.906476321737976,29.0,rotating
QDEL,682.0,31.540873967153992,0.0,0.0,0.0,0.0,0,14.5,25.0,rotating
STLA,683.0,31.15505269602757,0.0,0.0,0.0,0.0,0,30.86891640469422,30.0,rotating
DNR.MI,684.0,30.880995329513084,0.0,0.0,0.0,0.0,0,84.5,2.0,rotating
JMIA,685.0,30.55138456158847,0.0,0.0,0.0,0.0,0,28.659863138229408,7.0,rotating
WU,686.0,30.420926186516105,0.0,0.0,0.0,0.0,0,17.348198753761153,5.0,rotating
TLRY,687.0,30.12977963034915,0.0,0.0,0.0,0.0,0,15.14760707174569,30.0,rotating
LBTYK,688.0,29.587307715448823,0.0,0.0,0.0,0.0,0,23.074011354768814,30.0,rotating
CHTR,689.0,29.08644301088581,0.0,0.0,0.0,0.0,0,30.08404892962382,29.0,rotating
8TI.DE,690.0,28.986606547252173,0.0,0.0,0.0,0.0,0,10.906878563548783,30.0,rotating
QFIN,691.0,28.853568108322463,0.0,0.0,0.0,0.0,0,10.872442227944925,29.0,rotating
LBTYA,692.0,28.849266151295787,0.0,0.0,0.0,0.0,0,34.4564943080401,30.0,rotating
GT,693.0,28.756793689729257,0.0,0.0,0.0,0.0,0,47.13660334601975,8.0,rotating
STLAM.MI,694.0,28.40675777061265,0.0,0.0,0.0,0.0,0,19.479219696897513,30.0,rotating
BA,695.0,28.206480321698564,0.0,0.0,0.0,0.0,0,6.529931086925803,5.0,rotating
DQ,696.0,28.13343191924362,0.0,0.0,0.0,0.0,0,13.077079184588582,27.0,rotating
NXI.PA,697.0,27.38465875529756,0.0,0.0,0.0,0.0,0,4.494441010848846,30.0,rotating
CSIQ,698.0,27.110601085572,0.0,0.0,0.0,0.0,0,7.555792479945436,29.0,rotating
MGPI,699.0,25.1163732833824,0.0,0.0,0.0,0.0,0,81.70979133494346,12.0,rotating
ABR,700.0,24.40459804363805,0.0,0.0,0.0,0.0,0,16.45630578228297,30.0,rotating
LI,701.0,24.345841691545843,0.0,0.0,0.0,0.0,0,6.5337584895678535,28.0,rotating
JKS,702.0,21.423231019730707,0.0,0.0,0.0,0.0,0,2.4819347291981715,28.0,rotating
COST,,41.226867402247805,0.0,0.0,0.0,0.0,0,21.5304435625465,30.0,rotating
SYNTL.XC,,85.79451125028916,2.0,6.0,2.0,2.0,2,202.47026942245125,30.0,rotating
ATM.L,,83.82156840976725,11.0,15.0,6.0,6.0,6,23.588132609428836,21.0,persistent_top10
SWC.L,,82.63293931776732,1.0,2.0,1.0,2.0,2,2.5,2.0,rotating
EST.L,,78.4200290591777,0.0,2.0,0.0,1.0,1,49.92634575051533,19.0,rotating
PGV.WA,,76.29715945256244,0.0,6.0,0.0,1.0,1,67.81600106169635,19.0,rotating
HUNT.OL,,76.15908861948351,10.0,20.0,0.0,3.0,3,74.71519256483248,30.0,rotating
ACRM.L,,75.95899371936858,0.0,1.0,0.0,0.0,0,18.35922723019125,7.0,rotating
AFP.L,,74.67873480268806,0.0,3.0,0.0,0.0,0,30.841692560558347,10.0,rotating
EMG.L,,73.10878229481631,0.0,0.0,0.0,0.0,0,4.0,2.0,rotating
DLAB.ST,,73.08542749453586,0.0,0.0,0.0,0.0,0,31.90987308028661,5.0,rotating
AC8.L,,72.51252992933075,6.0,7.0,0.0,0.0,0,72.39896408098669,29.0,rotating
AUTO.OL,,71.54321238756043,0.0,0.0,0.0,0.0,0,97.02762493228411,30.0,rotating
DECB.BR,,70.61154141035752,0.0,0.0,0.0,0.0,0,44.39380587424331,13.0,rotating
SYNT.L,,70.59043371573716,0.0,0.0,0.0,0.0,0,122.49428558100169,30.0,rotating
AEF,,70.13345969019677,0.0,0.0,0.0,0.0,0,65.53624951124378,22.0,rotating
CHPT,,70.09704255073345,0.0,0.0,0.0,0.0,0,76.70045632198024,11.0,rotating
RAP1V.HE,,69.49555923124704,0.0,4.0,0.0,0.0,0,27.256008511885963,14.0,rotating
VODI.DE,,68.72489048055664,0.0,4.0,0.0,0.0,0,121.42096194644482,21.0,rotating
SABR,,68.59982899630658,0.0,0.0,0.0,0.0,0,86.36370765547296,30.0,rotating
BZUN,,68.32685178118459,0.0,0.0,0.0,0.0,0,219.8977262274442,29.0,rotating
GEMD.L,,68.25376205138993,1.0,7.0,0.0,0.0,0,40.92199897365719,30.0,rotating
POSTI.HE,,67.88138295597912,0.0,0.0,0.0,0.0,0,28.010202222965628,7.0,rotating
PLT.OL,,67.14579961608652,0.0,0.0,0.0,0.0,0,92.93029645922799,13.0,rotating
ATT.L,,66.8964138249855,0.0,0.0,0.0,0.0,0,93.367499698771,30.0,rotating
AAIF.L,,66.89318343841043,0.0,0.0,0.0,0.0,0,163.41835882176764,29.0,rotating
CHAR.L,,66.53824732589847,0.0,0.0,0.0,0.0,0,74.33007466698793,16.0,rotating
BPT.L,,66.37395575696215,0.0,0.0,0.0,0.0,0,45.71476785460033,10.0,rotating
YIT.HE,,66.22714538346,0.0,0.0,0.0,0.0,0,10.686907878334125,22.0,rotating
BME.L,,66.07446312702754,0.0,0.0,0.0,0.0,0,0.0,1.0,new_signal
VODL.XC,,65.74728764875755,0.0,1.0,0.0,0.0,0,138.0089458542542,9.0,rotating
AYM.L,,65.39033198188856,9.0,16.0,0.0,0.0,0,49.86541887921929,30.0,rotating
HLUN-A.CO,,65.25961581609877,0.0,0.0,0.0,0.0,0,105.01980765550849,14.0,rotating
SOI.L,,65.1567009669482,0.0,0.0,0.0,0.0,0,93.69743859892863,30.0,rotating
TMT.L,,64.95237698340814,0.0,0.0,0.0,0.0,0,105.06478953483892,30.0,rotating
JOF,,64.93526744706365,0.0,0.0,0.0,0.0,0,83.0941634532775,29.0,rotating
RECT.BR,,64.6476186017499,0.0,0.0,0.0,0.0,0,90.82951062292474,27.0,rotating
SHEL.L,,64.58519800234428,0.0,0.0,0.0,0.0,0,52.30487548976673,30.0,rotating
OCI.AS,,64.55570735160754,0.0,0.0,0.0,0.0,0,24.295061226512683,4.0,rotating
IR5B.IR,,64.39165641655534,0.0,0.0,0.0,0.0,0,32.30479840519052,23.0,rotating
HSBA.L,,64.35387242091961,0.0,0.0,0.0,0.0,0,65.55791332859825,29.0,rotating
VTU.L,,63.45021957580781,0.0,1.0,0.0,0.0,0,77.60573432421086,30.0,rotating
NWG.L,,62.97638587940318,0.0,0.0,0.0,0.0,0,66.26831822220932,28.0,rotating
ZAM.L,,62.86423873803452,0.0,0.0,0.0,0.0,0,137.75325767472796,30.0,rotating
BETA,,62.723535889729,0.0,0.0,0.0,0.0,0,98.9735318153293,5.0,rotating
LUXE,,62.66747089375384,0.0,0.0,0.0,0.0,0,180.17394373216123,25.0,rotating
PCT.L,,62.19219029098005,0.0,0.0,0.0,0.0,0,107.09290359309529,30.0,rotating
CGEO.L,,62.10494055512165,0.0,0.0,0.0,0.0,0,99.19178393395292,30.0,rotating
SDLF.L,,62.008745514513386,0.0,0.0,0.0,0.0,0,68.40497057962966,16.0,rotating
MICC.AS,,61.64829947123325,0.0,0.0,0.0,0.0,0,93.34050567679608,26.0,rotating
0H13.IL,,61.58728221784841,0.0,0.0,0.0,0.0,0,84.60147752846873,30.0,rotating
0LN7.IL,,61.22190523759178,0.0,0.0,0.0,0.0,0,162.66087421380718,30.0,rotating
PIA.MI,,60.845644040312806,0.0,0.0,0.0,0.0,0,167.39103918669002,21.0,rotating
NNBR,,60.62713267875237,0.0,0.0,0.0,0.0,0,160.9334023750197,28.0,rotating
BTCN.AS,,60.60712165550218,0.0,0.0,0.0,0.0,0,105.0449903612733,23.0,rotating
OMU.L,,60.48215879784527,0.0,0.0,0.0,0.0,0,200.9727344691314,10.0,rotating
BPTL.XC,,60.46179835126566,0.0,0.0,0.0,0.0,0,184.6987818043205,10.0,rotating
OCTV,,60.43654007828901,0.0,0.0,0.0,0.0,0,233.30505781058412,4.0,rotating
BPL.XC,,60.312789128894295,0.0,0.0,0.0,0.0,0,105.8878652159916,5.0,rotating
AMGO.L,,60.251214702043455,0.0,0.0,0.0,0.0,0,190.07590589025216,30.0,rotating
ALL-PJ,,60.1965426438888,0.0,0.0,0.0,0.0,0,64.49813950805093,21.0,rotating
NWF.L,,59.74535654423069,0.0,0.0,0.0,0.0,0,114.06121163655942,30.0,rotating
0MHU.IL,,59.20515872334861,0.0,0.0,0.0,0.0,0,70.94004510852808,30.0,rotating
MMIT.L,,58.939884805611065,0.0,0.0,0.0,0.0,0,149.7078488256377,30.0,rotating
MVI.L,,58.92495450292239,0.0,0.0,0.0,0.0,0,79.09797721813119,30.0,rotating
OPK,,58.87354826086977,0.0,0.0,0.0,0.0,0,108.79839153222808,22.0,rotating
METSB.HE,,58.8665511869351,0.0,0.0,0.0,0.0,0,61.1045006525706,24.0,rotating
AGD,,58.8574635726615,0.0,0.0,0.0,0.0,0,164.22314087850106,29.0,rotating
REMEDY.HE,,58.752442318604494,0.0,0.0,0.0,0.0,0,23.0,2.0,rotating
JIN.OL,,58.678365660544046,0.0,0.0,0.0,0.0,0,133.1780762738372,27.0,rotating
WLTH,,58.59562090586212,0.0,1.0,0.0,0.0,0,117.24845414759207,12.0,rotating
UEIC,,58.570838189247,0.0,0.0,0.0,0.0,0,90.6113127595004,30.0,rotating
FUTR.L,,58.47236277942644,0.0,0.0,0.0,0.0,0,197.15060233232867,30.0,rotating
RWA.L,,58.42299887061097,0.0,0.0,0.0,0.0,0,80.54967411479701,30.0,rotating
STG.CO,,58.25539623386111,0.0,0.0,0.0,0.0,0,40.05308976845607,11.0,rotating
NRC.OL,,58.24304626365799,0.0,0.0,0.0,0.0,0,130.86135364404197,7.0,rotating
ATR.L,,58.06287706332989,0.0,0.0,0.0,0.0,0,189.22203780700792,7.0,rotating
TEI,,58.05024794947013,0.0,0.0,0.0,0.0,0,113.99578939592462,29.0,rotating
BIOMAR.CO,,57.495317824727856,0.0,0.0,0.0,0.0,0,57.15067803622281,15.0,rotating
NITRO.ST,,57.39475314153997,0.0,0.0,0.0,0.0,0,137.6837317913776,30.0,rotating
0QC9.L,,57.36322446622143,2.0,3.0,0.0,0.0,0,327.9460473919453,30.0,rotating
BP.L,,57.352075216034905,0.0,0.0,0.0,0.0,0,60.354287337354926,22.0,rotating
NXDT,,57.3070661154856,0.0,0.0,0.0,0.0,0,70.11626059624115,30.0,rotating
0JYO.IL,,57.280542430653,0.0,2.0,0.0,0.0,0,129.44840671093638,30.0,rotating
BIOG.L,,56.69548097523256,0.0,0.0,0.0,0.0,0,120.55936297111063,30.0,rotating
PYT.VI,,56.65405721391028,0.0,0.0,0.0,0.0,0,97.85090699630739,20.0,rotating
NXT.MC,,56.58871877008403,0.0,0.0,0.0,0.0,0,103.59000917076897,29.0,rotating
RTW.L,,56.550685284898655,0.0,0.0,0.0,0.0,0,125.58519020967402,28.0,rotating
CRNA.OL,,56.33671524426171,1.0,1.0,0.0,0.0,0,110.38550629498421,29.0,rotating
IAUX,,56.15232729137004,0.0,0.0,0.0,0.0,0,105.67312808845965,25.0,rotating
HRI.L,,55.756548063869936,0.0,0.0,0.0,0.0,0,82.41019354424549,30.0,rotating
HEX.OL,,55.65283075525893,0.0,0.0,0.0,0.0,0,102.39062457080726,21.0,rotating
NTBR.L,,55.48494268618957,0.0,0.0,0.0,0.0,0,115.31504671984486,30.0,rotating
VOD.L,,55.46841956563555,0.0,0.0,0.0,0.0,0,137.68456703639663,28.0,rotating
FNK.AQ,,55.330330874890265,0.0,0.0,0.0,0.0,0,131.36243755351072,24.0,rotating
TXP.L,,55.1453443840438,0.0,0.0,0.0,0.0,0,76.15700886983417,30.0,rotating
AUTL,,54.97647331469773,0.0,0.0,0.0,0.0,0,188.88369437301887,23.0,rotating
WBGR-B.ST,,54.4810888549737,0.0,0.0,0.0,0.0,0,66.65800777100978,30.0,rotating
THX.L,,54.40374524132932,0.0,0.0,0.0,0.0,0,103.08365534845959,30.0,rotating
CBC,,54.38262117392472,0.0,0.0,0.0,0.0,0,51.18532504536823,8.0,rotating
CYN.L,,54.36891249905746,0.0,0.0,0.0,0.0,0,150.50398665816132,30.0,rotating
NCZ,,54.31569195791119,0.0,0.0,0.0,0.0,0,95.58603454480158,29.0,rotating
BC8.DE,,54.233312301354985,0.0,0.0,0.0,0.0,0,82.0,2.0,rotating
LDA.MC,,53.88351370847998,0.0,0.0,0.0,0.0,0,66.82993341310464,22.0,rotating
UFI,,53.86905862096774,2.0,2.0,0.0,0.0,0,201.55247455687564,12.0,rotating
SDLFL.XC,,53.79179828093746,0.0,0.0,0.0,0.0,0,102.12521725803084,15.0,rotating
NAVIGO-STAM.ST,,53.52421270352357,0.0,0.0,0.0,0.0,0,104.06517188762051,30.0,rotating
MPAL.L,,53.04103519886233,0.0,0.0,0.0,0.0,0,94.3236979767015,17.0,rotating
BLICK.ST,,53.02858388865185,0.0,0.0,0.0,0.0,0,44.238444818958094,5.0,rotating
SIM.WA,,52.85753375660981,0.0,0.0,0.0,0.0,0,138.94948722467458,30.0,rotating
LLOY.L,,52.74019215076779,0.0,0.0,0.0,0.0,0,96.59068278048353,28.0,rotating
HANA.L,,52.71841915016533,0.0,0.0,0.0,0.0,0,135.5352721618989,30.0,rotating
