symbol,rank,consensus_score,days_in_top10_30,days_in_top25_30,consecutive_top10,consecutive_top25,signal_age_runs,rank_std_10run,persistence_history_runs,persistence_label
FOXA,265.0,60.01281546077941,0.0,0.0,0.0,0.0,0,90.89911990773068,28.0,rotating
SAN,266.0,60.01137377180687,0.0,0.0,0.0,0.0,0,72.2441001051297,30.0,rotating
IVZ,267.0,60.005784102585935,0.0,0.0,0.0,0.0,0,81.9346690967871,30.0,rotating
SFL,268.0,59.9486200448224,0.0,0.0,0.0,0.0,0,67.84460184863642,26.0,rotating
GILD,269.0,59.887399951251325,0.0,0.0,0.0,0.0,0,77.16534196127171,27.0,rotating
HRB,270.0,59.87101986614506,0.0,0.0,0.0,0.0,0,52.74694303938381,15.0,rotating
DV,271.0,59.80656957986281,0.0,0.0,0.0,0.0,0,33.6364385748551,27.0,rotating
CDE,272.0,59.77992033213431,0.0,0.0,0.0,0.0,0,164.03536204123793,27.0,rotating
IHS,273.0,59.675221425445166,0.0,0.0,0.0,0.0,0,176.62287507568206,29.0,rotating
AVTR,274.0,59.67357312224344,0.0,0.0,0.0,0.0,0,71.21769443052759,30.0,rotating
ABSI,275.0,59.64665002855732,0.0,0.0,0.0,0.0,0,200.82532210854288,30.0,rotating
TEM,276.0,59.58388861353528,0.0,0.0,0.0,0.0,0,84.31304762609403,30.0,rotating
FLYW,277.0,59.53612816293348,0.0,0.0,0.0,0.0,0,88.098864918908,10.0,rotating
DBX,278.0,59.49937253996437,0.0,0.0,0.0,0.0,0,79.92903102127536,30.0,rotating
AFRM,279.0,59.48920218659839,0.0,0.0,0.0,0.0,0,63.6019653784378,25.0,rotating
KSS,280.0,59.420302604020975,0.0,0.0,0.0,0.0,0,122.28364567676252,28.0,rotating
AVGO,281.0,59.336241479887946,0.0,0.0,0.0,0.0,0,140.38076791355718,30.0,rotating
VIG.VI,282.0,59.33305787926536,0.0,0.0,0.0,0.0,0,52.33631626318383,22.0,rotating
CTSH,283.0,59.31232106415871,0.0,0.0,0.0,0.0,0,137.1496992340851,30.0,rotating
ACX.MC,284.0,59.20615519124888,0.0,0.0,0.0,0.0,0,73.55161453020592,30.0,rotating
ELK.OL,285.0,59.19876131716212,0.0,0.0,0.0,0.0,0,35.162596082560604,7.0,rotating
TECH,286.0,59.07457859599169,0.0,0.0,0.0,0.0,0,29.647934160747187,16.0,rotating
GLBE,287.0,59.05257930323882,0.0,0.0,0.0,0.0,0,148.7642430155849,5.0,rotating
ON,288.0,59.05003827993359,0.0,0.0,0.0,0.0,0,134.73376525578138,4.0,rotating
MATV,289.0,58.955662037029455,0.0,0.0,0.0,0.0,0,57.98205211396832,7.0,rotating
PFE,290.0,58.93102933116315,0.0,0.0,0.0,0.0,0,44.13490681988578,30.0,rotating
AOD,291.0,58.89031831029386,0.0,0.0,0.0,0.0,0,102.73149468395756,29.0,rotating
BKT.MC,292.0,58.86743048069251,0.0,0.0,0.0,0.0,0,52.65130577678013,30.0,rotating
HRTG,293.0,58.80836721632498,0.0,0.0,0.0,0.0,0,69.99349969818626,29.0,rotating
ADM,294.0,58.76465424566764,0.0,0.0,0.0,0.0,0,84.53851193391093,23.0,rotating
CAI,295.0,58.76394987566324,0.0,0.0,0.0,0.0,0,142.9728995299459,30.0,rotating
CNNE,296.0,58.65323304759914,0.0,0.0,0.0,0.0,0,91.49134749617947,3.0,rotating
EPAM,297.0,58.50085407406935,0.0,0.0,0.0,0.0,0,79.03670033598316,5.0,rotating
TRIN,298.0,58.47300115674543,0.0,0.0,0.0,0.0,0,26.180909075125715,26.0,rotating
VRNS,299.0,58.4445903470244,0.0,0.0,0.0,0.0,0,86.40028935136733,23.0,rotating
SNAP,300.0,58.41584521945057,0.0,0.0,0.0,0.0,0,63.54533814529592,16.0,rotating
HBC1.DE,301.0,58.38465823925773,0.0,0.0,0.0,0.0,0,33.0,2.0,rotating
TENB,302.0,58.37121398188923,0.0,0.0,0.0,0.0,0,139.85692689316465,27.0,rotating
WEAV,303.0,58.31610652575392,0.0,0.0,0.0,0.0,0,70.37819264516531,30.0,rotating
ASB,304.0,58.26299454405636,0.0,0.0,0.0,0.0,0,71.67014720230453,24.0,rotating
IMCD.AS,305.0,58.20551632480121,0.0,0.0,0.0,0.0,0,55.76952572866296,14.0,rotating
ADEN.SW,306.0,58.199640289706025,0.0,0.0,0.0,0.0,0,90.76899250294672,22.0,rotating
KO,307.0,58.13024934153032,0.0,0.0,0.0,0.0,0,44.14532817864196,30.0,rotating
OXY,308.0,58.11564457934381,0.0,0.0,0.0,0.0,0,111.38047405178342,27.0,rotating
YEXT,309.0,58.017690866598656,0.0,0.0,0.0,0.0,0,81.86482761235133,26.0,rotating
HNST,310.0,57.98806785007289,0.0,0.0,0.0,0.0,0,46.92803000339989,30.0,rotating
BB,311.0,57.98508830497326,0.0,0.0,0.0,0.0,0,147.65048820327914,9.0,rotating
CII,312.0,57.93389349304924,0.0,0.0,0.0,0.0,0,76.88101196004122,29.0,rotating
NVAX,313.0,57.83443317136173,0.0,0.0,0.0,0.0,0,103.3787212147645,13.0,rotating
ONB,314.0,57.80083132942952,0.0,0.0,0.0,0.0,0,68.7378352874165,30.0,rotating
GEO,315.0,57.76324758595864,0.0,0.0,0.0,0.0,0,69.51007121273867,27.0,rotating
FITB,316.0,57.69047978225456,0.0,0.0,0.0,0.0,0,81.34961585649928,30.0,rotating
COP,317.0,57.65803765070919,0.0,0.0,0.0,0.0,0,111.48883352156844,30.0,rotating
RPRX,318.0,57.64716119045288,0.0,0.0,0.0,0.0,0,47.645041714747194,24.0,rotating
LNG,319.0,57.641192409635295,0.0,0.0,0.0,0.0,0,61.3446004143804,11.0,rotating
EBAY,320.0,57.51267139371687,0.0,0.0,0.0,0.0,0,52.95431993709295,12.0,rotating
FR.PA,321.0,57.46978004484404,0.0,0.0,0.0,0.0,0,98.27008700515127,11.0,rotating
ARCC,322.0,57.46375487355535,0.0,0.0,0.0,0.0,0,45.67493842360381,12.0,rotating
CERT,323.0,57.45662852888636,0.0,0.0,0.0,0.0,0,110.05471366552183,30.0,rotating
EVK.DE,324.0,57.39433319125804,0.0,1.0,0.0,0.0,0,132.90161774786642,30.0,rotating
ABNB,325.0,57.335039732225205,0.0,0.0,0.0,0.0,0,101.01207848569398,26.0,rotating
IBKR,326.0,57.20845731098808,0.0,0.0,0.0,0.0,0,68.28359978794322,27.0,rotating
NRGV,327.0,56.97594181460343,0.0,0.0,0.0,0.0,0,105.68632834950792,10.0,rotating
0QXR.IL,328.0,56.9720703386957,0.0,0.0,0.0,0.0,0,255.43249597496398,30.0,rotating
NEWP,329.0,56.9411199939804,0.0,0.0,0.0,0.0,0,147.31276251567616,16.0,rotating
UBSG.SW,330.0,56.93000439949025,0.0,0.0,0.0,0.0,0,88.2550848393451,30.0,rotating
EL,331.0,56.84000070541599,0.0,0.0,0.0,0.0,0,85.47069673285692,23.0,rotating
PM,332.0,56.824337055095,0.0,0.0,0.0,0.0,0,125.00575986729574,13.0,rotating
MTCH,333.0,56.77048777725879,0.0,0.0,0.0,0.0,0,78.24295495442385,30.0,rotating
COLD,334.0,56.75086361573574,0.0,0.0,0.0,0.0,0,79.61306425455561,20.0,rotating
SREN.SW,335.0,56.7301546644569,0.0,0.0,0.0,0.0,0,102.31433048318412,9.0,rotating
SIE.DE,336.0,56.72483536647735,0.0,0.0,0.0,0.0,0,76.4696671890234,30.0,rotating
C,337.0,56.61845148748485,0.0,0.0,0.0,0.0,0,99.5791644873565,30.0,rotating
CVS,338.0,56.61557582657215,0.0,0.0,0.0,0.0,0,55.41344602170127,17.0,rotating
MSTR,339.0,56.61177434817532,0.0,0.0,0.0,0.0,0,122.12948047052357,14.0,rotating
EBS.VI,340.0,56.609554512882895,0.0,0.0,0.0,0.0,0,93.95365878985235,29.0,rotating
U,341.0,56.60855170172728,0.0,0.0,0.0,0.0,0,149.2035187252633,30.0,rotating
GGN,342.0,56.34137161364109,0.0,0.0,0.0,0.0,0,159.48357282178,21.0,rotating
GOOGL,343.0,56.33830749609436,0.0,0.0,0.0,0.0,0,61.12847127157688,30.0,rotating
GTX,344.0,56.31308238732936,0.0,0.0,0.0,0.0,0,116.75248544310676,7.0,rotating
NSIS-B.CO,345.0,56.30222182991348,0.0,0.0,0.0,0.0,0,101.55791451186855,22.0,rotating
NMAX,346.0,56.256818091089855,0.0,0.0,0.0,0.0,0,137.1635520100001,30.0,rotating
SAP.DE,347.0,56.231429877102826,0.0,0.0,0.0,0.0,0,104.4473072893696,30.0,rotating
VREX,348.0,56.20651645605856,0.0,0.0,0.0,0.0,0,97.44926885308067,15.0,rotating
QTCOM.HE,349.0,56.19914517731391,0.0,0.0,0.0,0.0,0,63.98406051510017,23.0,rotating
CLOV,350.0,56.164475156468384,0.0,0.0,0.0,0.0,0,183.8320157099954,27.0,rotating
INDU-C.ST,351.0,56.13420576986698,0.0,0.0,0.0,0.0,0,113.77385464156518,30.0,rotating
GDRX,352.0,56.02062135323887,0.0,0.0,0.0,0.0,0,72.12080143758803,24.0,rotating
PEGA,353.0,56.007316388716816,0.0,0.0,0.0,0.0,0,83.14170559879406,9.0,rotating
GRND,354.0,55.96551622261576,0.0,0.0,0.0,0.0,0,3.5,2.0,rotating
ACN,355.0,55.891821377176406,0.0,0.0,0.0,0.0,0,72.0455411528014,14.0,rotating
EFC,356.0,55.88297644550181,0.0,0.0,0.0,0.0,0,39.49621016355811,9.0,rotating
ARE,357.0,55.8746735647412,0.0,0.0,0.0,0.0,0,172.0495277529119,17.0,rotating
SWKS,358.0,55.85434816437584,0.0,0.0,0.0,0.0,0,74.57137520523541,23.0,rotating
CS.PA,359.0,55.84429998563894,0.0,0.0,0.0,0.0,0,160.2161352673319,30.0,rotating
ET,360.0,55.819378770819,0.0,0.0,0.0,0.0,0,106.66719270703624,30.0,rotating
BPE.MI,361.0,55.81328952074254,0.0,0.0,0.0,0.0,0,30.861140614047304,30.0,rotating
ITUB,362.0,55.81229893040207,0.0,0.0,0.0,0.0,0,51.05183640183769,10.0,rotating
GSBD,363.0,55.78743256068387,0.0,0.0,0.0,0.0,0,75.3814259284076,8.0,rotating
RVT,364.0,55.69271901903552,0.0,0.0,0.0,0.0,0,29.0,2.0,rotating
VOLV-B.ST,365.0,55.68753293099272,0.0,0.0,0.0,0.0,0,99.47567541866705,30.0,rotating
META,366.0,55.59614565198743,0.0,0.0,0.0,0.0,0,75.7984828344209,30.0,rotating
FA,367.0,55.57347783265504,0.0,0.0,0.0,0.0,0,92.94218633107357,6.0,rotating
NOW,368.0,55.57168993486064,0.0,0.0,0.0,0.0,0,45.80229251904319,30.0,rotating
STR.VI,369.0,55.56086310061305,0.0,0.0,0.0,0.0,0,142.7259261662015,17.0,rotating
MAP.MC,370.0,55.46112976214039,0.0,0.0,0.0,0.0,0,48.851714401850835,28.0,rotating
PDM,371.0,55.33404682138786,0.0,0.0,0.0,0.0,0,77.21243423179973,25.0,rotating
DNOW,372.0,55.28859006587592,0.0,0.0,0.0,0.0,0,60.49925619377481,27.0,rotating
CSX,373.0,55.10927968118343,0.0,0.0,0.0,0.0,0,83.3955034759069,30.0,rotating
RNW,374.0,55.047100303294215,0.0,0.0,0.0,0.0,0,159.75258996335552,22.0,rotating
CNQ,375.0,54.896107093829215,0.0,0.0,0.0,0.0,0,94.75146436863126,30.0,rotating
VOD,376.0,54.88339835061316,0.0,0.0,0.0,0.0,0,84.65010336674139,28.0,rotating
PKX,377.0,54.86590288228102,0.0,0.0,0.0,0.0,0,108.44334926587246,30.0,rotating
BAER.SW,378.0,54.80183014693692,0.0,0.0,0.0,0.0,0,70.55380925222961,13.0,rotating
KMX,379.0,54.78142424741765,0.0,0.0,0.0,0.0,0,137.0871620539283,21.0,rotating
DRH,380.0,54.780662644070816,0.0,0.0,0.0,0.0,0,94.71224841592559,30.0,rotating
DMC,381.0,54.77406388146027,0.0,0.0,0.0,0.0,0,11.5,2.0,rotating
SCHW,382.0,54.735561584612455,0.0,0.0,0.0,0.0,0,52.995848894040755,30.0,rotating
BBD,383.0,54.70448543250343,0.0,0.0,0.0,0.0,0,44.24678268278698,9.0,rotating
ZION,384.0,54.70415737369912,0.0,0.0,0.0,0.0,0,67.22231772261351,11.0,rotating
ANGX,385.0,54.65309692284729,0.0,0.0,0.0,0.0,0,133.1157766757945,24.0,rotating
TEF.MC,386.0,54.65209719016693,0.0,0.0,0.0,0.0,0,85.97294306219551,7.0,rotating
PYPL,387.0,54.605614326597305,0.0,0.0,0.0,0.0,0,54.81979569462112,30.0,rotating
KURA,388.0,54.51207504470496,0.0,0.0,0.0,0.0,0,95.23912011353319,30.0,rotating
KEY,389.0,54.49724362610188,0.0,0.0,0.0,0.0,0,96.81740545996882,24.0,rotating
DOC,390.0,54.49015715777189,0.0,0.0,0.0,0.0,0,103.18841989293179,30.0,rotating
LNC,391.0,54.4686511148624,0.0,0.0,0.0,0.0,0,94.94651125765496,30.0,rotating
CHYM,392.0,54.42909501651901,0.0,0.0,0.0,0.0,0,163.15624413426536,30.0,rotating
AF.PA,393.0,54.33847798891488,0.0,0.0,0.0,0.0,0,136.22863135185642,30.0,rotating
DBK.DE,394.0,54.30165433059626,0.0,0.0,0.0,0.0,0,93.27384413649949,30.0,rotating
JNJ,395.0,54.2950645684125,0.0,0.0,0.0,0.0,0,99.09571130982411,30.0,rotating
UMI.BR,396.0,54.25732325659262,0.0,0.0,0.0,0.0,0,96.51119106093344,19.0,rotating
DVN,397.0,54.18931129136944,0.0,0.0,0.0,0.0,0,148.0425952217807,30.0,rotating
MRVI,398.0,54.14941375586856,0.0,0.0,0.0,0.0,0,119.92084889626159,30.0,rotating
LYG,399.0,54.09648907675325,0.0,0.0,0.0,0.0,0,52.50609488430843,30.0,rotating
GAIN,400.0,54.0956761011328,0.0,0.0,0.0,0.0,0,105.09352977229378,29.0,rotating
GNW,401.0,54.03197161422561,0.0,0.0,0.0,0.0,0,97.03736393781521,30.0,rotating
BAMI.MI,402.0,53.99571230617301,0.0,0.0,0.0,0.0,0,78.50254772935716,30.0,rotating
RWE.DE,403.0,53.94024595293818,0.0,0.0,0.0,0.0,0,160.6337059897455,8.0,rotating
SUZ,404.0,53.91609452606099,0.0,0.0,0.0,0.0,0,0.0,1.0,new_signal
BNP.PA,405.0,53.86843596708121,0.0,0.0,0.0,0.0,0,50.57360971890379,29.0,rotating
CAP.PA,406.0,53.83633497311915,0.0,0.0,0.0,0.0,0,102.19369364304318,7.0,rotating
GRF.MC,407.0,53.82474979324297,0.0,0.0,0.0,0.0,0,84.86866323914852,15.0,rotating
OBE,408.0,53.78485277383009,0.0,0.0,0.0,0.0,0,144.15980715858356,14.0,rotating
UCG.MI,409.0,53.75748532612483,0.0,0.0,0.0,0.0,0,76.44344314589709,30.0,rotating
HUH1V.HE,410.0,53.71539447372084,0.0,0.0,0.0,0.0,0,41.097566837952826,14.0,rotating
BMPS.MI,411.0,53.60812376910752,0.0,0.0,0.0,0.0,0,139.04963142705557,30.0,rotating
WAY,412.0,53.55320136928873,0.0,0.0,0.0,0.0,0,125.02863671975312,21.0,rotating
V,413.0,53.505289021519445,0.0,0.0,0.0,0.0,0,70.50361692849523,30.0,rotating
ANAB,414.0,53.48867603109772,0.0,0.0,0.0,0.0,0,64.94119936527197,8.0,rotating
SE,415.0,53.46261182915772,0.0,0.0,0.0,0.0,0,63.29265360213617,20.0,rotating
ROIV,416.0,53.41694850082276,0.0,0.0,0.0,0.0,0,74.63404049091808,30.0,rotating
ETY,417.0,53.40234406037024,0.0,0.0,0.0,0.0,0,84.47745261310854,29.0,rotating
DOCS,418.0,53.33758814517065,0.0,0.0,0.0,0.0,0,75.8627708431481,30.0,rotating
AVK,419.0,53.28485136691051,0.0,0.0,0.0,0.0,0,92.46020765713216,29.0,rotating
AMZN,420.0,53.217753554259545,0.0,0.0,0.0,0.0,0,109.7267515239561,30.0,rotating
BOX,421.0,53.07314268465174,0.0,0.0,0.0,0.0,0,79.14139245679216,26.0,rotating
VOYA,422.0,53.049180401592665,0.0,0.0,0.0,0.0,0,104.61782299822956,6.0,rotating
TEVA,423.0,53.01756333931297,0.0,0.0,0.0,0.0,0,187.9683217991798,29.0,rotating
PEO,424.0,52.95067684939374,0.0,0.0,0.0,0.0,0,114.05244407727525,29.0,rotating
P911.DE,425.0,52.94497065745465,0.0,0.0,0.0,0.0,0,26.537185649993525,3.0,rotating
LOG.MC,426.0,52.79859943285863,0.0,0.0,0.0,0.0,0,61.61363485463262,30.0,rotating
GOLD,427.0,52.789491138811954,0.0,0.0,0.0,0.0,0,136.1866366425135,21.0,rotating
CION,428.0,52.78057448717944,0.0,0.0,0.0,0.0,0,49.48130960271767,30.0,rotating
ASA,429.0,52.76717996296624,0.0,0.0,0.0,0.0,0,115.7357334620557,29.0,rotating
COTY,430.0,52.747499381676406,0.0,0.0,0.0,0.0,0,84.31607201477071,30.0,rotating
PSKY,431.0,52.69748872121535,0.0,0.0,0.0,0.0,0,105.4726978890746,15.0,rotating
AZM.MI,432.0,52.687553848031925,0.0,0.0,0.0,0.0,0,49.0085373653803,7.0,rotating
DXC,433.0,52.68752238929494,0.0,0.0,0.0,0.0,0,110.47714695809265,16.0,rotating
OBDC,434.0,52.66476758863799,0.0,0.0,0.0,0.0,0,97.23188777350771,21.0,rotating
SHOP,435.0,52.50940418760205,0.0,0.0,0.0,0.0,0,82.31378985321962,17.0,rotating
JHX,436.0,52.49606327624889,0.0,0.0,0.0,0.0,0,129.4735880401868,26.0,rotating
MA,437.0,52.45550052308826,0.0,0.0,0.0,0.0,0,63.22309704530457,30.0,rotating
CA.PA,438.0,52.41086568955225,0.0,0.0,0.0,0.0,0,60.38625671458697,8.0,rotating
EAF,439.0,52.365751006063945,0.0,0.0,0.0,0.0,0,0.0,1.0,new_signal
BTE,440.0,52.32074408004291,0.0,0.0,0.0,0.0,0,160.92759241348264,29.0,rotating
ISP.MI,441.0,52.28436535988006,0.0,0.0,0.0,0.0,0,118.97999831904521,30.0,rotating
CEF,442.0,52.247903145626445,0.0,0.0,0.0,0.0,0,108.56776685554512,29.0,rotating
BNY,443.0,52.19805486977856,0.0,0.0,0.0,0.0,0,100.01079941686298,13.0,rotating
RITM,444.0,52.19531265432357,0.0,0.0,0.0,0.0,0,44.20237550177592,30.0,rotating
ALL,445.0,52.15111751571947,0.0,0.0,0.0,0.0,0,106.8599082911828,30.0,rotating
ALL-PH,446.0,52.0844101250765,0.0,0.0,0.0,0.0,0,102.34788713012107,29.0,rotating
FRE.DE,447.0,51.92442985540301,0.0,0.0,0.0,0.0,0,102.93905964210087,23.0,rotating
PUB.PA,448.0,51.88451217207943,0.0,0.0,0.0,0.0,0,64.90030816567823,28.0,rotating
HST,449.0,51.785891531965504,0.0,0.0,0.0,0.0,0,53.29727948028867,23.0,rotating
SIKA.SW,450.0,51.78009376931959,0.0,0.0,0.0,0.0,0,146.71404159111697,21.0,rotating
AEG,451.0,51.76421618593584,0.0,0.0,0.0,0.0,0,46.244567248488764,28.0,rotating
NABL,452.0,51.75012595767494,0.0,0.0,0.0,0.0,0,52.95743573852496,11.0,rotating
MAC,453.0,51.72617339896368,0.0,0.0,0.0,0.0,0,99.31142935231574,16.0,rotating
ATEC,454.0,51.64887473702878,0.0,0.0,0.0,0.0,0,57.717821673860065,7.0,rotating
KYN,455.0,51.59150848207404,0.0,0.0,0.0,0.0,0,51.67359093386098,29.0,rotating
NAVI,456.0,51.53562194833955,0.0,0.0,0.0,0.0,0,73.6057063005308,30.0,rotating
IRS,457.0,51.50299921998087,0.0,0.0,0.0,0.0,0,82.78864656461054,28.0,rotating
MAGN,458.0,51.49712891205661,0.0,0.0,0.0,0.0,0,70.33349131103901,30.0,rotating
COIN,459.0,51.40698926183408,0.0,0.0,0.0,0.0,0,124.29641990017251,23.0,rotating
AD,460.0,51.31392884989328,0.0,0.0,0.0,0.0,0,145.32037021697954,29.0,rotating
IOT,461.0,51.3114664944689,0.0,0.0,0.0,0.0,0,175.48390239563287,25.0,rotating
CFG,462.0,51.29829535453426,0.0,0.0,0.0,0.0,0,97.17839266009703,26.0,rotating
BG.VI,463.0,51.26664031453413,0.0,0.0,0.0,0.0,0,82.28177197897477,28.0,rotating
TBLA,464.0,51.21041259286213,0.0,0.0,0.0,0.0,0,77.0512095225564,3.0,rotating
AIR.PA,465.0,51.17313423278483,0.0,0.0,0.0,0.0,0,41.51156465372029,30.0,rotating
OKE,466.0,51.16282935762462,0.0,0.0,0.0,0.0,0,138.77251168729347,26.0,rotating
SONO,467.0,51.136106643226384,0.0,0.0,0.0,0.0,0,107.4643351690845,6.0,rotating
HTD,468.0,51.07756075747458,0.0,0.0,0.0,0.0,0,97.75561364954956,29.0,rotating
UNI.MI,469.0,50.99438841898889,0.0,0.0,0.0,0.0,0,76.06845601167412,29.0,rotating
AUR,470.0,50.91409793509155,0.0,0.0,0.0,0.0,0,29.44214666086697,15.0,rotating
SPM.MI,471.0,50.89534573971071,0.0,0.0,0.0,0.0,0,67.0459543895081,30.0,rotating
INVA,472.0,50.85266207171531,0.0,0.0,0.0,0.0,0,90.28421788995018,29.0,rotating
ATNI,473.0,50.82638405548924,0.0,0.0,0.0,0.0,0,110.31844813991901,29.0,rotating
VLTO,474.0,50.81698309825751,0.0,0.0,0.0,0.0,0,80.28596847951626,7.0,rotating
AVO,475.0,50.70484466933728,0.0,0.0,0.0,0.0,0,79.89457338982953,7.0,rotating
COFA.PA,476.0,50.68254646574835,0.0,0.0,0.0,0.0,0,17.0,2.0,rotating
T,477.0,50.64319664876476,0.0,0.0,0.0,0.0,0,47.814746679241125,19.0,rotating
QGEN,478.0,50.64151927704144,0.0,0.0,0.0,0.0,0,57.330707304201304,17.0,rotating
MDT,479.0,50.529896405102605,0.0,0.0,0.0,0.0,0,131.6472939334493,29.0,rotating
UTG,480.0,50.50362718264319,0.0,0.0,0.0,0.0,0,99.96844502141663,29.0,rotating
GO,481.0,50.47481815884064,0.0,0.0,0.0,0.0,0,84.83136212510088,30.0,rotating
KNX,482.0,50.45777679155384,0.0,0.0,0.0,0.0,0,62.48549831760966,8.0,rotating
PCVX,483.0,50.39152787490595,0.0,0.0,0.0,0.0,0,57.584720195551874,8.0,rotating
NESN.SW,484.0,50.375566536954494,0.0,0.0,0.0,0.0,0,60.82935146785637,30.0,rotating
MS,485.0,50.20831570290896,0.0,0.0,0.0,0.0,0,24.18181134654722,25.0,rotating
AUB,486.0,50.18258987950141,0.0,0.0,0.0,0.0,0,28.888752136428458,5.0,rotating
INDU-A.ST,487.0,50.17778662140294,0.0,0.0,0.0,0.0,0,110.05471366552183,30.0,rotating
BMED.MI,488.0,50.148972473261225,0.0,0.0,0.0,0.0,0,155.88470098120598,30.0,rotating
HQH,489.0,50.14370691098912,0.0,0.0,0.0,0.0,0,158.0412920726732,27.0,rotating
NEXI.MI,490.0,50.08902601213205,0.0,0.0,0.0,0.0,0,66.87331306283546,30.0,rotating
EVC,491.0,50.08351798940614,0.0,0.0,0.0,0.0,0,152.1852797579319,8.0,rotating
DX,492.0,50.06798029892455,0.0,0.0,0.0,0.0,0,93.37365795554976,19.0,rotating
NOV,493.0,49.977193848217546,0.0,0.0,0.0,0.0,0,45.41200281863816,16.0,rotating
BMBL,494.0,49.949584572117146,0.0,0.0,0.0,0.0,0,31.0,2.0,rotating
GFR,495.0,49.8607217538036,0.0,0.0,0.0,0.0,0,157.1138122508648,4.0,rotating
USB,496.0,49.85656114599628,0.0,0.0,0.0,0.0,0,49.9208373327211,30.0,rotating
CTRE,497.0,49.51408209706614,0.0,0.0,0.0,0.0,0,99.5637358680358,8.0,rotating
ORIC,498.0,49.372402988372926,0.0,0.0,0.0,0.0,0,94.63662081879298,12.0,rotating
PK,499.0,49.30589385223799,0.0,0.0,0.0,0.0,0,117.98732982824893,30.0,rotating
BRK-B,500.0,49.28401535266602,0.0,0.0,0.0,0.0,0,63.013411270935016,12.0,rotating
EXO.AS,501.0,49.273108533129815,0.0,0.0,0.0,0.0,0,84.13804060318502,9.0,rotating
STNE,502.0,49.249201934113806,0.0,0.0,0.0,0.0,0,63.76017565847823,29.0,rotating
RLJ,503.0,49.11693714578915,0.0,0.0,0.0,0.0,0,122.4483564609995,30.0,rotating
ABUS,504.0,49.09467954694842,0.0,0.0,0.0,0.0,0,90.8129946648606,28.0,rotating
SPCE,505.0,49.01984646106644,0.0,0.0,0.0,0.0,0,73.04354865421038,5.0,rotating
PTRN,506.0,49.01462967771239,0.0,0.0,0.0,0.0,0,15.5,2.0,rotating
UNH,507.0,48.94892937012615,0.0,0.0,0.0,0.0,0,122.72118806465328,26.0,rotating
NCNO,508.0,48.89456561476523,0.0,0.0,0.0,0.0,0,155.33846915687047,27.0,rotating
BRZE,509.0,48.82769108474626,0.0,0.0,0.0,0.0,0,224.80438162989617,19.0,rotating
HQL,510.0,48.56035279985612,0.0,1.0,0.0,0.0,0,134.3682998329591,29.0,rotating
SYY,511.0,48.524885551553126,0.0,0.0,0.0,0.0,0,58.9729599053668,13.0,rotating
MO,512.0,48.51942843284721,0.0,0.0,0.0,0.0,0,2.5,2.0,rotating
NWSA,513.0,48.49387672412057,0.0,0.0,0.0,0.0,0,142.7032235094919,28.0,rotating
ACA.PA,514.0,48.348330777353056,0.0,0.0,0.0,0.0,0,56.467335690645086,30.0,rotating
INTR,515.0,48.33407988372254,0.0,0.0,0.0,0.0,0,19.70335560817553,3.0,rotating
XYZ,516.0,48.32701652381089,0.0,0.0,0.0,0.0,0,60.5413082118317,28.0,rotating
AVPT,517.0,48.32271848923769,0.0,0.0,0.0,0.0,0,176.12336585473264,16.0,rotating
FNB,518.0,48.245620962883166,0.0,0.0,0.0,0.0,0,50.33845448561169,25.0,rotating
REXR,519.0,48.20502652065058,0.0,0.0,0.0,0.0,0,35.317606562921746,9.0,rotating
UGI,520.0,48.182021631114765,0.0,0.0,0.0,0.0,0,59.604250407724,3.0,rotating
NVCR,521.0,47.804045587356825,0.0,0.0,0.0,0.0,0,78.34617060826643,7.0,rotating
EBC,522.0,47.79152770023404,0.0,0.0,0.0,0.0,0,30.024823063591896,20.0,rotating
ORCL,523.0,47.733821811221816,0.0,0.0,0.0,0.0,0,79.23919484699475,30.0,rotating
UQA.VI,524.0,47.68398059186768,0.0,0.0,0.0,0.0,0,127.73993111004876,13.0,rotating
TIT.MI,525.0,47.56096678921993,0.0,0.0,0.0,0.0,0,113.30119152065437,30.0,rotating
ML.PA,526.0,47.55100999171685,0.0,0.0,0.0,0.0,0,48.24821240211911,19.0,rotating
ALIT,527.0,47.54940351441048,0.0,0.0,0.0,0.0,0,78.92781512242689,30.0,rotating
AMS.MC,528.0,47.52833184110388,0.0,0.0,0.0,0.0,0,99.18392006772066,19.0,rotating
CVNA,529.0,47.4273894457079,0.0,0.0,0.0,0.0,0,72.12932829300438,17.0,rotating
VOR,530.0,47.42012263157419,0.0,0.0,0.0,0.0,0,96.51341875615017,29.0,rotating
RF,531.0,47.41726954796729,0.0,0.0,0.0,0.0,0,79.42600329866788,30.0,rotating
WKL.AS,532.0,47.37682141371662,0.0,0.0,0.0,0.0,0,37.252650912384745,25.0,rotating
PDT,533.0,47.31554164071582,0.0,0.0,0.0,0.0,0,119.24382583597358,29.0,rotating
DSY.PA,534.0,47.1855441266686,0.0,0.0,0.0,0.0,0,40.211441157959015,29.0,rotating
SAN.PA,535.0,47.17122272812249,0.0,0.0,0.0,0.0,0,47.44534987214022,7.0,rotating
G.MI,536.0,47.10308883237686,0.0,0.0,0.0,0.0,0,47.63570089754113,30.0,rotating
KHC,537.0,47.02474449846721,0.0,0.0,0.0,0.0,0,56.78564959565048,28.0,rotating
CAG,538.0,46.999926386687605,0.0,0.0,0.0,0.0,0,43.73373983550915,21.0,rotating
