symbol,rank,model_data_confidence,core_component_coverage,market_cap_source,fundamental_source,market_cap_source_reliability,fundamental_source_reliability,revisions_present,lineage_confidence_v2,lineage_tier
AMPY,,65.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.53136363636364,medium
THRU.L,,62.97727272727273,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,80.50863636363636,high
AEF,,58.40909090909091,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,66.47454545454545,medium
SYNT.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
DLNG,,60.59090909090909,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,69.31545454545454,medium
BCIC,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
OFS,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
NXDT,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
ONL,,62.18181818181818,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,70.1109090909091,medium
AUTO.OL,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
NAVIGO-STAM.ST,,62.04545454545455,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.29272727272728,medium
ZAM.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
ALHG.PA,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
GEMD.L,,66.04545454545455,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.04272727272728,high
PGP,,55.56818181818181,0.3333333333333333,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,55.0540909090909,low
ATT.L,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
WBGR-B.ST,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
FNK.AQ,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
0F6L.L,,22.08152958152958,0.3333333333333333,yahoo_shares_x_price,native_or_unpublished_source,0.92,0.86,0,37.67076479076479,low
AYM.L,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
NTBR.L,,65.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.53136363636364,medium
IQE.L,,64.0,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.02000000000001,medium
ECONB.BR,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
CSHR,,43.77169011544012,1.0,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,70.90584505772006,medium
MPL.L,,63.54545454545455,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,80.79272727272728,high
NWF.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
EMBC,,65.68181818181819,1.0,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,81.8609090909091,high
NWG.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
STAN.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
AAIF.L,,62.5,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.52,medium
LLOY.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
PHI.L,,61.47727272727273,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.00863636363636,medium
BNC.L,,64.65909090909092,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.34954545454546,medium
SNWS.L,,67.18181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.6109090909091,high
HEAD.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
RTW.L,,61.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.78136363636364,medium
0H13.IL,,62.5,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.52,medium
LASER.ST,,50.90909090909091,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,74.47454545454545,medium
BTGO,,52.16720779220779,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,75.10360389610389,high
PSEC,,69.22727272727273,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.63363636363638,high
VTURA.OL,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
G1A.DE,,64.65909090909092,0.6666666666666666,unavailable,native_or_unpublished_source,0.35,0.86,1,66.14954545454546,medium
CEC.DE,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
PCT.L,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
LGEN.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
TMG.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
BHFAN,,57.93181818181818,0.3333333333333333,yahoo_balance_sheet_shares_x_price,native_or_unpublished_source,0.92,0.86,0,55.59590909090909,low
LRQ.WA,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
GASS,,66.04545454545455,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.04272727272728,high
SOI.L,,62.5,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.52,medium
VODL.XC,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
0AAK.IL,,61.02272727272727,0.6666666666666666,stored_market_cap_price_roll,native_or_unpublished_source,0.78,0.86,0,66.02136363636365,medium
VTYL.XC,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
CYN.L,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
NNBR,,68.6590909090909,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.34954545454545,high
NCV,,55.56818181818181,0.3333333333333333,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,55.0540909090909,low
0QWA.IL,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
BTRW.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
CGEO.L,,65.47727272727272,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,81.75863636363636,high
BHFAM,,57.93181818181818,0.3333333333333333,yahoo_balance_sheet_shares_x_price,native_or_unpublished_source,0.92,0.86,0,55.59590909090909,low
NSLR,,62.95454545454545,1.0,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,80.49727272727273,high
PICS,,50.132575757575765,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,74.08628787878789,medium
GGT,,55.56818181818181,0.3333333333333333,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,55.0540909090909,low
IOM.L,,64.0,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.02000000000001,medium
JET2L.XC,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
NYKD.OL,,66.8409090909091,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.44045454545454,high
RWAY,,68.6590909090909,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.34954545454545,high
BARC.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
HANA.L,,62.04545454545455,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.29272727272728,medium
KOMPL.OL,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
CANG,,65.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.53136363636364,medium
RR.L,,67.18181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.6109090909091,high
XYF,,60.59090909090909,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,69.31545454545454,medium
CPI.VI,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
BTCN.AS,,59.09090909090909,0.0,unavailable,native_or_unpublished_source,0.35,0.86,0,41.61545454545455,low
HEADL.XC,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
HTT,,58.06818181818182,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,66.3040909090909,medium
HRI.L,,62.5,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.52,medium
NBS.L,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
NCZ,,57.95454545454545,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,66.24727272727273,medium
VTY.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
TPVG,,64.65909090909092,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.34954545454546,medium
SHEL.L,,64.77272727272727,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,71.40636363636364,medium
CTM.ST,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
SOHU,,61.38636363636364,1.0,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,79.71318181818182,high
DDL,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
FPH,,67.52272727272728,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.78136363636364,high
RPT,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
0GYZ.L,,24.467893217893216,0.6666666666666666,yahoo_shares_x_price,native_or_unpublished_source,0.92,0.86,0,48.863946608946605,low
OSG,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
SEER,,64.0,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.02000000000001,medium
BRWM.L,,62.840909090909086,0.6666666666666666,stored_market_cap_price_roll,native_or_unpublished_source,0.78,0.86,0,66.93045454545455,medium
MMIT.L,,62.5,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.52,medium
GLO,,55.56818181818181,0.3333333333333333,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,55.0540909090909,low
HFEL.L,,62.5,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.52,medium
ALUNI.PA,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
CNTL.SW,,46.02457611832613,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.03228805916308,medium
OPAD,,64.0,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.02000000000001,medium
SSTK,,65.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.53136363636364,medium
AMGO.L,,66.04545454545455,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.04272727272728,high
DEC.L,,68.20454545454545,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.12227272727273,high
GERN,,68.6590909090909,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.34954545454545,high
TDF,,58.40909090909091,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,66.47454545454545,medium
LLOYL.XC,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
GCL.L,,61.81818181818181,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.1790909090909,medium
WYN.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
ELME,,62.18181818181818,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,70.1109090909091,medium
RVRB.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
TSCO.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
CRU.L,,65.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.53136363636364,medium
HAN.L,,62.04545454545455,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.29272727272728,medium
GTC.WA,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
WUW.DE,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
IAD.L,,62.5,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.52,medium
TFG.L,,61.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.78136363636364,medium
0JHU.IL,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
THX.L,,67.63636363636363,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.83818181818182,high
BPOST.BR,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
MVI.L,,61.47727272727273,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.00863636363636,medium
SFPI.PA,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
CNDT,,66.8409090909091,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.44045454545454,high
FOA,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
FUTR.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
KAMUX.HE,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
RC,,66.8409090909091,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.44045454545454,high
ACRE,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
GLV,,55.56818181818181,0.3333333333333333,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,55.0540909090909,low
ILM1.DE,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
NYOR.ST,,64.65909090909092,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,81.34954545454546,high
GLQ,,55.56818181818181,0.3333333333333333,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,0,55.0540909090909,low
EWI.L,,62.5,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.52,medium
0R5W.IL,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
0LN7.IL,,59.43181818181818,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,56.98590909090909,low
ESCT.L,,62.04545454545455,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.29272727272728,medium
CORE-B.ST,,69.22727272727273,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.63363636363638,high
PRT.MI,,67.29545454545455,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.66772727272728,high
BERI.L,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
TTGT,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
NITRO.ST,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
LMP.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
STAF.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
CLVT,,68.6590909090909,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.34954545454545,high
PEAN.SW,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
BP.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
TXP.L,,65.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,81.8609090909091,high
JRVR,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
NUS,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
LPA,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
NETEL.ST,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
GATC.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
RBD.L,,64.0,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.02000000000001,medium
BGCG.L,,60.45454545454546,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.49727272727273,medium
CLI.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
NINE,,41.51231060606061,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,59.77615530303031,low
FUTRL.XC,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
WINE.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
PAL,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
GEM.L,,65.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.53136363636364,medium
0JOQ.L,,60.0,0.3333333333333333,yahoo_shares_x_price,native_or_unpublished_source,0.92,0.86,0,56.629999999999995,low
RVRG.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
BRLA.L,,61.47727272727273,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.00863636363636,medium
CGNR.L,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
AAG.DE,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
DEVO.L,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
UJO.L,,65.02272727272727,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,81.53136363636364,high
ANGI,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
STJL.XC,,61.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.78136363636364,medium
MX,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
USNA,,69.22727272727273,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.63363636363638,high
DEEZR.PA,,68.77272727272727,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.40636363636364,high
TAVI.L,,61.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.78136363636364,medium
RCH.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
CIC.L,,61.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.78136363636364,medium
ALEC,,64.90909090909092,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.47454545454546,medium
CATO,,65.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.53136363636364,medium
STJ.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
NWL.MI,,66.8409090909091,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.44045454545454,high
TEK.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
TECH.OL,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
SPRU,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
CNSL.L,,62.840909090909086,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,80.44045454545454,high
LUXE,,62.409090909090914,1.0,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,80.22454545454545,high
CMTG,,64.0,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.02000000000001,medium
CABO,,65.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.53136363636364,medium
AT1.DE,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
VOLCAR-B.ST,,63.86363636363637,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,80.9518181818182,high
GRN.WA,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
SITC,,60.11363636363636,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,69.07681818181818,medium
NXQ.L,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
8TI.F,,61.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.78136363636364,medium
SRG,,65.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.53136363636364,medium
NAK,,64.0,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,71.02000000000001,medium
K2A-B.ST,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
HRS.WA,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
FIPP.L,,61.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.78136363636364,medium
CRSTL.XC,,60.0,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.269999999999996,low
STG,,57.75,0.6666666666666666,yahoo_fast_info,native_or_unpublished_source,1.0,0.86,1,67.89500000000001,medium
KEFI.L,,65.02272727272727,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,81.53136363636364,high
ZEPP,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
NXI.PA,,69.68181818181819,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,83.8609090909091,high
SIM.WA,,62.840909090909086,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,68.69045454545454,medium
JIM.L,,66.04545454545455,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.04272727272728,high
KMR.L,,65.02272727272727,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,81.53136363636364,high
0A4H.L,,61.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.78136363636364,medium
STLA.VI,,61.81818181818181,0.6666666666666666,unavailable,native_or_unpublished_source,0.35,0.86,0,62.97909090909091,medium
NOM.OL,,67.86363636363636,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.95181818181818,high
ZH,,66.8409090909091,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,72.44045454545454,medium
RAKE.ST,,67.4090909090909,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,82.72454545454545,high
RCHL.XC,,61.02272727272727,0.6666666666666666,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,67.78136363636364,medium
CANTA.ST,,65.81818181818181,1.0,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,1,81.92909090909092,high
NRGB.AQ,,59.88636363636364,0.3333333333333333,yahoo_screen_market_cap,native_or_unpublished_source,1.0,0.86,0,57.21318181818182,low
