as_of,generated_at_utc,equity_context,equity_context_score,usd_strength_20d,us10y_change_20d_bps,us10y_real_change_20d_bps,acm10y_pct,credit_stress_score,top10_consensus_median,top10_symbols
2026-08-26,2026-08-26T05:23:37.558308+00:00,supportive,61.29661653084061,-0.02424033294525879,2.999999999999936,-9.00000000000003,0.7882916760748939,46.822166190434984,77.28566971870518,"AVAH,HALO,KIN.BR,HPE,GH,SSRM,ERO,PR,WT,SM"
