symbol,stage1_history_days,stage1_ret_5d,stage1_ret_20d,stage1_ret_63d,stage1_ret_126d,stage1_pullback_20d,stage1_median_volume_20d,discovery_order,value_seed,adaptive_deep_score,adaptive_momentum_score,adaptive_pullback_score,adaptive_volume_rank,deep_selection_tier,deep_selection_reason,deep_selected,discovery_dir_5d,discovery_dir_20d,discovery_dir_63d,discovery_dir_acceleration,discovery_dir_regime_shift,discovery_breakout_direction_score,discovery_breakout_confidence,discovery_breakout_direction,discovery_breakout_candidate,discovery_breakout_score,discovery_freshness_score,discovery_source_tier,prior_direction,prior_candidate,discovery_signal_freshness,fresh_discovery_rank
RCGH.L,358,0.282075439954238,0.2354545593261718,0.7423076692652661,1.516666650477751,0.0292857033865792,677740.0,1856,False,74.04399669546125,98.6316419453493,0.0,31.71585792896448,adaptive,adaptive_momentum,True,0.9999748306356239,0.9612513720211369,0.9947416962630987,0.9997349142968059,-0.0019866875063028083,0.8892648607441671,79.81808286094156,UP,True,94.46324303720836,82.45661768328588,adaptive,,,NEW,11.0
TRMD,355,0.1020286540258297,0.2825106829262851,0.3011170972732322,0.5642937323377162,0.0107162228772973,838050.0,990,False,67.90041371677653,93.42369331426704,0.0,36.31815907953977,adaptive,adaptive_momentum,True,0.9667847463105067,0.9821248173580301,0.8350124877666683,0.5566870947494685,0.9535196836862764,0.8675078887161811,78.46411396664789,UP,True,93.37539443580906,84.77892504386756,adaptive,,,NEW,12.0
KMK.L,358,-0.0987012689442143,-0.1324999928474426,-0.1587878718520655,-0.3229268236858088,0.1835294050328871,817911.5,267,True,21.67080461458076,13.287348048658956,0.0,35.317658829414704,core,core,True,-0.9621457534492358,-0.8019906886159186,-0.5615892155860317,-0.8646608769931555,-0.6755656523086492,-0.8138685211561512,73.49041391260182,DOWN,True,90.69342605780756,89.92387741767891,core,MIXED,0.0,NEW,13.0
ASM.AS,361,-0.0809500567193515,-0.1514879897383362,-0.2322332113927762,0.1166805424646149,0.1601328633288344,121409.0,1956,False,30.2134407694502,30.25800851888117,0.0,13.006503251625812,not_selected,,False,-0.924479179588134,-0.8517243919259267,-0.7300959659302465,-0.697061160947407,-0.651345208057115,-0.8043359997426517,69.93779979753326,DOWN,True,90.21679998713259,84.05302887179025,not_selected,MIXED,0.0,NEW,14.0
AMG.AS,361,-0.0767279646812744,-0.1534883852453726,-0.1782664507996516,-0.1154575137345892,0.1549622282969069,159128.0,1957,False,23.506740543146183,18.811403157828288,0.0,15.607803901950977,not_selected,,False,-0.9112015818312756,-0.856236901969763,-0.6125957191169618,-0.6452501235887291,-0.7482463004557589,-0.7831837126726895,68.4041822481682,DOWN,True,89.15918563363448,84.06493927460947,not_selected,MIXED,0.0,NEW,15.0
REG1V.HE,354,-0.1543367365557468,-0.0778859441339181,0.0359375024447217,-0.2567264509267212,0.1855037057978124,63528.0,1727,False,24.437393516441663,35.29721686598693,0.0,8.254127063531765,not_selected,,False,-0.9958406817746472,-0.5710297712433078,0.1427679729334315,-0.9909590728779084,-0.7128461389640242,-0.6895708798751904,59.46729563866137,DOWN,True,84.47854399375953,94.68097730040245,not_selected,MIXED,0.0,NEW,16.0
ACS.MC,361,-0.0778648096675265,-0.1401826344668593,-0.2423160377821875,-0.0969381926907372,0.1338546074595688,461991.5,1686,False,24.150998896403777,17.260524854290978,0.0,26.313156578289146,not_selected,,False,-0.9149813392729057,-0.823690619010911,-0.7483807459589871,-0.6943894170004995,-0.5598186916558493,-0.7875339209941322,70.04875879057612,DOWN,True,89.37669604970661,82.3644831564936,not_selected,MIXED,0.0,NEW,17.0
GEHC,355,-0.0830464832781445,-0.1336224486789071,-0.0084310365046319,-0.0900436656563803,0.1455493108001412,2794250.0,1210,False,36.48534164789485,35.189956231455895,0.0,67.58379189594798,not_selected,,False,-0.9303422969287936,-0.8053032797025474,-0.033711366805729816,-0.7585611183667725,-0.8641385345062508,-0.7236112911491139,68.84261898486167,DOWN,True,86.1805645574557,89.7756607007795,not_selected,,,NEW,18.0
RYAN,355,-0.0996693718822575,-0.1097618121540424,0.1086428940788641,0.0615599741560948,0.1402796842421774,1375500.0,852,False,47.12025786617431,57.35361670712972,0.0,46.87343671835918,not_selected,,False,-0.963557406733492,-0.723371776769698,0.40913474922067655,-0.8946156123768306,-0.8942031113251382,-0.6768833874372505,62.294265526178584,DOWN,True,83.84416937186253,94.72356185043691,not_selected,,,NEW,19.0
ENR.DE,359,-0.0743926347081205,-0.1561722617774742,-0.1313092534022448,-0.0764726627141711,0.1669533625618494,1541389.5,1588,False,30.92236035706745,23.711531857685166,0.0,49.47473736868434,not_selected,,False,-0.9029288615298606,-0.8620922516535547,-0.48173183005874226,-0.6087867423870494,-0.8160467562062569,-0.7620235199791938,70.42713622619112,DOWN,True,88.10117599895969,84.06638736118859,not_selected,MIXED,0.0,NEW,20.0
ATS.VI,359,-0.0785973426827092,-0.1200923984887455,-0.2224490107322225,1.891840449529131,0.1221198816916512,98213.0,1470,False,39.93876472246414,47.50067830706145,0.0,11.255627813906951,not_selected,,False,-0.9173348829753326,-0.7619173413241821,-0.7112929789376365,-0.7493560721041548,-0.45796775276249496,-0.7680417367613712,66.58026641489646,DOWN,True,88.40208683806856,82.3685080167287,not_selected,MIXED,0.0,NEW,21.0
CNM,355,-0.076398377565347,-0.1196359022709933,-0.1885737551426209,-0.1471761910356779,0.1165724372273638,2143200.0,820,False,31.611670342130783,17.914948666238068,54.999922792000966,58.82941470735368,not_selected,,False,-0.910076142642009,-0.7603169443080653,-0.6377043140229894,-0.7304950581161043,-0.5354196060198358,-0.7583986981982718,71.15631207632659,DOWN,True,87.9199349099136,83.11093249412052,not_selected,,,NEW,22.0
SIM.WA,354,-0.079276749429528,-0.1054054162901103,-0.1173333326975504,-0.2128418735589196,0.1335078511565914,10203.5,224,True,13.571668121216495,19.502557387009453,0.0,1.1005502751375689,core,core,True,-0.9194619136223712,-0.7056060483521062,-0.437660501211696,-0.78509211707458,-0.5925374200952267,-0.7341613267809309,62.524909993906746,DOWN,True,86.70806633904655,85.88489865659031,core,MIXED,0.0,NEW,23.0
BHC,355,-0.1331361042744077,-0.0757097803661026,0.1356589741864751,0.1603960222151341,0.1544011141888782,2453850.0,907,False,54.90924359937782,65.93466729748442,0.0,63.331665832916464,not_selected,,False,-0.9903147520199507,-0.5586818299050931,0.4949806485910155,-0.9794628705200132,-0.8298832418454606,-0.6413986840821548,60.61201521587766,DOWN,True,82.06993420410774,96.355500024196,not_selected,,,NEW,24.0
WIE.VI,359,-0.073537033431743,-0.137415641895934,-0.2308684774888992,-0.1950759427004993,0.1125992299079836,402157.5,1461,False,28.08283806163986,13.310092700068893,56.62496861741135,24.462231115557778,not_selected,,False,-0.8997186497649483,-0.816134431549396,-0.7275366873045743,-0.6548038395330191,-0.5657436829458856,-0.770614842113712,68.32990533499522,DOWN,True,88.53074210568559,81.18163923637611,not_selected,MIXED,0.0,NEW,25.0
ATC.WA,354,-0.0845696905312588,-0.0899705183831619,0.0457627078919053,-0.2382716313928848,0.1031976782466476,13654.5,341,True,32.557960438874765,36.29708157097026,65.66283510940673,1.3506753376688343,core,core,True,-0.9343245076941308,-0.6350023602303958,0.18103333606668212,-0.8458945863889338,-0.7798484336969482,-0.6590567026033174,56.15334546643172,DOWN,True,82.95283513016587,91.13892164733694,core,MIXED,0.0,NEW,26.0
FACC.VI,359,-0.0708283502991194,-0.1144164789688619,-0.0894117916331571,0.0678162519547957,0.1082949885954619,38632.5,1482,False,40.463214816601216,37.532887485625125,58.49946637338579,5.252626313156578,not_selected,,False,-0.8888805636227965,-0.74135026103946,-0.3431399134160954,-0.6881771089502003,-0.6964213915873898,-0.7107502823078973,60.973769841411354,DOWN,True,85.53751411539486,84.55313039366084,not_selected,MIXED,0.0,NEW,27.0
