symbol,stage1_history_days,stage1_ret_5d,stage1_ret_20d,stage1_ret_63d,stage1_ret_126d,stage1_pullback_20d,stage1_median_volume_20d,discovery_order,value_seed,adaptive_deep_score,adaptive_momentum_score,adaptive_pullback_score,adaptive_volume_rank,deep_selection_tier,deep_selection_reason,deep_selected,challenger_dynamic_score,challenger_tier,challenger_rank,live_selected
TGT,357,-0.0510725368722794,0.0224488412221945,0.1683193718196336,0.3417775802287879,0.0911766763718516,3777600.0,1438,False,74.93730741880682,82.08177945448384,63.334404548030456,75.08754377188595,core,core,True,74.93730741880682,core500,49,True
CNH,357,0.0294117358316607,0.360544222730869,0.3120899625019193,0.3436439556742212,0.0277777520226836,19981350.0,1060,False,74.90477743679843,90.05647993041686,0.0,96.7983991995998,core,core,True,74.90477743679843,core500,50,True
CLBK,357,-0.0085984849944719,-0.0128425144079936,0.2664453213015199,0.4585507447094261,0.0245346843773619,3061900.0,452,False,74.7206167590143,85.07712902295067,54.48174369032599,68.9344672336168,core,core,True,74.7206167590143,core500,51,True
RBI.VI,360,-0.0305343511450382,0.0103421088569564,0.1651376146788989,0.7354267532391712,0.0451127819548872,238415.0,1464,False,74.50822081676189,85.79651867175747,73.61852696080442,19.609804902451224,core,core,True,74.50822081676189,core500,52,True
SDLF.L,359,-0.0182591825567287,0.0236312899599973,0.1753756269138662,0.3604027874278734,0.0182591825567287,1722167.5,356,True,74.43786915753779,83.10494162186995,53.41461268559226,52.07603801900951,core,core,True,74.43786915753779,core500,53,True
HUNT.OL,354,0.1558073531937587,0.6859503285447324,1.058261166491043,3.0129895772900017,0.0566473748817829,4375569.0,228,True,74.43450081343703,99.61471834793252,0.0,78.3391695847924,core,core,True,74.43450081343703,core500,54,True
SAN,357,-0.0141319006055703,0.0041123691099989,0.1149162279873792,0.359360361721202,0.0265781107731041,8767700.0,1377,False,74.3604879286277,78.53108586403275,57.36063482187962,91.09554777388696,core,core,True,74.3604879286277,core500,55,True
AMLX,357,-0.0215466209923864,0.546896922715979,1.1823569744326754,1.3052852059846978,0.1641451928033225,1931000.0,997,False,74.33911498147452,99.0744895415188,0.0,55.75287643821911,core,core,True,74.33911498147452,core500,56,True
LFST,357,0.0203125175787133,0.0406374678191916,0.5203725480356529,1.0248063264833889,0.0239162699616755,3570450.0,797,False,74.28106049187225,94.66619593930244,0.0,73.58679339669834,core,core,True,74.28106049187225,core500,57,True
CMPS,357,-0.0163817338220257,0.0065597777577435,0.1713316763612771,1.1885896267589229,0.0896506031534244,2092300.0,500,False,74.24617919322094,87.13861129241451,54.16096565073287,57.5287643821911,core,core,True,74.24617919322094,core500,58,True
