symbol,stage1_history_days,stage1_ret_5d,stage1_ret_20d,stage1_ret_63d,stage1_ret_126d,stage1_pullback_20d,stage1_median_volume_20d,discovery_order,value_seed,adaptive_deep_score,adaptive_momentum_score,adaptive_pullback_score,adaptive_volume_rank,deep_selection_tier,deep_selection_reason,deep_selected
ADX,354,0.00038139699251416026,0.021648019635267968,0.08111341504217506,0.17833092618780122,0.009066859740985311,297850.0,120,True,44.5580835626537,63.4136496004008,0.0,21.61080540270135,core,core,True
CRMT,355,0.0031948850152176966,-0.2505966439085988,-0.7400662148397725,-0.8592559309695376,0.1948717876612397,192050.0,121,True,6.175865346292037,0.5396245116411267,0.0,17.30865432716358,core,core,True
EIKN,132,0.07605352102847074,0.07164787886052615,-0.2056145656599686,-0.2939986297442725,0.05248867997236506,325800.0,122,True,14.97348546230959,18.31338850002168,0.0,22.461230615307652,core,core,True
LU,358,-0.012903213897927035,0.10071941520553107,-0.15934069928822236,-0.5080385778139622,0.07831325171422598,645250.0,123,True,30.462317858873064,17.989591813876856,60.1647577542793,31.36568284142071,core,core,True
ELME,358,-0.006172833601124972,0.06622518177048375,-0.19900496420696578,-0.2614679059620282,0.018292665641127526,511950.0,124,True,29.269805891431574,19.111953110322133,49.91015519721658,27.66383191595798,core,core,True
CMTG,355,-0.011299424374029976,-0.24568963346739237,-0.1666666288224461,-0.3749999893563133,0.23580784753204487,547350.0,125,True,12.632702978968013,8.146023217219136,0.0,28.91445722861431,core,core,True
DQ,358,-0.04470423798044054,0.17116363789290712,-0.20401147644517448,-0.42721648068772144,0.06903483429653157,1018150.0,126,True,34.252257305365625,18.84734359268341,75.1838386559661,40.07003501750875,core,core,True
STLA,357,-0.08243728394918248,-0.10956523729407264,-0.31642189025130907,-0.3393548534762475,0.1480865739481576,18684750.0,127,True,23.104163150400684,6.208787569309626,0.0,96.19809904952477,core,core,True
GTN,358,0.02100838231599389,0.18826404699259158,0.17844421890323603,0.05757488124517951,0.0949720228888945,1174000.0,128,True,56.09495599566606,69.0672751983544,0.0,43.27163581790895,core,core,True
TV,354,-0.013840899245549543,0.043956001729189786,0.0,-0.13636365278364893,0.017241444513996895,799900.0,129,True,36.813482603835446,36.760240933746985,51.49591840766432,35.51775887943972,core,core,True
ONL,358,0.03610104885239762,0.07490629346450928,-0.007081860540541496,0.13580809779667802,0.0,216000.0,130,True,42.80086478152159,53.66450257246499,0.0,18.309154577288645,core,core,True
RC,357,-0.08108106714865881,0.1038961622039043,-0.011725843592401142,0.018027930560446492,0.08108106714865881,1125000.0,131,True,50.53729208967371,47.01669482809285,78.3365553977605,42.521260630315155,core,core,True
CLVT,358,-0.01047119438535471,-0.16000000635782874,-0.24701195502950646,0.05586593629775094,0.21250003725290145,4575450.0,132,True,34.17764924425548,25.099568606292422,0.0,78.88944472236118,core,core,True
ANGI,358,0.031180478944186962,-0.22833331425984704,-0.10617755446414867,-0.4154040315858857,0.2580127749570006,770900.0,133,True,18.785782180787166,10.972874404455085,0.0,34.667333666833414,core,core,True
BZUN,355,-0.0511945706313397,0.08593751309672393,0.007246369925949514,0.029629600849335302,0.09740258433360771,176900.0,134,True,44.09008602660542,49.369797261818164,59.515864227621684,16.65832916458229,core,core,True
HPP,358,0.0382021918078308,-0.048730271312166895,0.2833332788797083,1.193037860793884,0.09882967792285524,726850.0,135,True,62.359236916282995,81.5552107470265,0.0,33.41670835417709,core,core,True
OSG,354,-0.012847953276085677,-0.20654041670972012,-0.2119657762962044,-0.24177628431541398,0.2491856296809548,353450.0,136,True,11.755020445970374,10.057678735734623,0.0,23.461730865432717,core,core,True
AVD,354,-0.02620084881180096,-0.1679104613710758,-0.23890786066037384,-0.5539999961853027,0.17100372801563601,217300.0,137,True,7.6082231408412415,4.5674757205551515,0.0,18.509254627313656,core,core,True
XIFR,354,0.02021085588078897,-0.07342379057463788,-0.005141424098066838,0.04406472807202988,0.07930214331690966,725582.5,138,True,32.210764196208004,40.6665571723118,0.0,33.31665832916458,core,core,True
